ref	text	macula_lemma	macula_eng	macula_lxx_greek	hcb	cu2010s	cu2010t	rso94	sruv06	tbi	lsg10	rv09	tpb08	esvuk16	arbnav	tglulb	bsb	engulb	bbc
NUM 26:15!2	גָד֮	גָּד	Gad	γαδ	Gad	迦得	迦得	Гада	Gadi	gad	Gad	Gad		Gad	جَادَ	Gad	Gad	Gad	Gad
NUM 26:15!4	צְפ֗וֹן	צְפוֹן	Zephon	σαφων	Zafon	洗分	洗分	Цефона	Sifoni	zefon	Tsephon	Zefón	sefon	Zephon	صِفُونُ	Zefon	Zephon	Zephon	Zepon
NUM 26:15!7	חַגִּ֕י	חַגִּי	Haggi	αγγι	Haggi	哈基	哈基	Хаггия	Hagi	hagi	Haggi	Hagui		Haggi		Hagai	Haggi	Haggi	Haggi
NUM 26:15!10	שׁוּנִ֕י	שׁוּנִי	Shuni	σουνι	Shuni	书尼	書尼	Шуния	Shuni	Syuni	Schuni	Suni	suni	Shuni	وَحَجِّي	Suni	Shuni	Shuni	Suni
NUM 26:16!1	אָזְנִ֕י	אׇזְנִי	Ozni	αζενι	Ozni	阿斯尼	阿斯尼	Озния	Ezboni	ozni	Ozni	Ozni	osni	Ozni	وَأُزْنِي	Ozni	Ozni	Ozni	Osni
NUM 26:16!4	עֵרִ֕י	עֵרִי	Eri	αδδι	Eri	以利	以利	Ерия	Eri	eri	Eri	Eri	eri	Eri	وَعِيرِي	Eri	Eri	Eri	Eri
NUM 26:17!1	אֲר֕וֹד	אֲרוֹד	Arod	αροαδι	Arod	亚律	亞律	Арода	Arodi	arod	Arod	Arod	arot	Arod	وَأَرُودُ	Arod	Arod	Arod	Arod
NUM 26:17!4	אַ֨רְאֵלִ֔י	אַרְאֵלִי	Areli	αριηλ	Areli	亚列利	亞列利	Арелия	Areli	Areli	Areéli	Areli		Areli	وَأَرْئِيلِي	Areli	Areli	Areli	Areli
NUM 26:18!4	גָ֖ד	גָּד	Gad	γαδ	Gad	迦得	迦得	Гадовых	Gadi	gad	Gad	Gad		Gad	جَادَ	Gad	Gad	Gad	Gad
NUM 26:19!2	יְהוּדָ֖ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иуды	Yuda	yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
NUM 26:19!3	עֵ֣ר	עֵר	Er	ηρ	Er	珥	珥	Ир	Eri	er	Er	Er	er	Er	عِيرُ	Er			Er
NUM 26:19!4	אוֹנָ֑ן	אוֹנָן	Onan	αυναν	Onan	俄南	俄南	Онан	Onani	onan	Onan	Onán	onan	Onan	وَأَونَانُ	Onan	Onan	Onan	Onan
NUM 26:19!6	עֵ֛ר	עֵר	Er	ηρ	Er	珥	珥	Ир	hao Eri	Er	Er	Er		Er	عِيرُ	Er			Er
NUM 26:19!7	אוֹנָ֖ן	אוֹנָן	Onan	αυναν	Onan	俄南	俄南	Онан	Onani	onan	Onan	Onán		Onan	وَأَونَانُ	Onan	Onan	Onan	Onan
NUM 26:19!9	כְּנָֽעַן	כְּנַ֫עַן	Canaan	ξανααν	Kan’ana	迦南	迦南	Ханаанской	Kanaani	kanaan	Canaan	Canaán		Canaan	كَنْعَانَ	Canaan	Canaan	Canaan	Kanaan
NUM 26:20!3	יְהוּדָה֮	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иуды	Yuda	yehuda	Juda	Judá	juda	Judah	يَهُوذَا	Juda	Judah	Judah	Juda
NUM 26:20!5	שֵׁלָ֗ה	שֵׁלָה	Shelah	σηλων	Shela	示拉	示拉	Шелы	Shela	syela	Schéla	Sela		Shelah	شِيلَةُ		Shelah	Shelah	Sela
NUM 26:20!8	פֶ֕רֶץ	פֶּ֫רֶץ	Perez	φαρες	Ferez	法勒斯	法勒斯	Фареса	Peresi	peres	Pérets	Fares		Perez	وَفَارَصُ		Perez	Perez	Peres
NUM 26:20!11	זֶ֕רַח	זֶ֫רַח	Zerah	ζαρα	Zera	谢拉	謝拉		Zera	zerah		Zera	sera	Zerah	وزَارَحُ	Zera	Zerah	Zerah	Zerah
NUM 26:21!3	פֶ֔רֶץ	פֶּ֫רֶץ	Perez	φαρες	Ferez	法勒斯	法勒斯	Фаресовы	Peresi	peres	Pérets	Fares		Perez	فَارَصَ		Perez	Perez	Peres
NUM 26:21!4	חֶצְרֹ֕ן	חֶצְרוֹן	Hezron	ασρων	Hezron	希斯仑	希斯崙	Есрома	Hesroni	hezron	Hetsron	Hezrón	hesron	Hezron	حَصْرُونُ	Hezron	Hezron	Hezron	Hezron
NUM 26:21!7	חָמ֕וּל	חָמוּל	Hamul	ιαμουν	Hamul	哈母勒	哈母勒	Хамула	Hamuli	hamul	Hamul	Hamul	hamul	Hamul	وَحَامُولُ	Hamul	Hamul	Hamul	Hamul
NUM 26:22!3	יְהוּדָ֖ה	יְהוּדָה	Judah	ιουδα	Yahuda	犹大	猶大	Иудины	Yuda	yehuda	Juda	Judá		Judah	يَهُوذَا	Juda	Judah	Judah	Juda
NUM 26:23!2	יִשָּׂשכָר֙	יִשָּׂשכָר	Issachar	ισσαξαρ	Issakar	以萨迦	以薩迦		Isakari	Isakhar		Isacar		Issachar	يَسَّاكَرَ	Isacar	Issachar	Issachar	Isasar
NUM 26:23!4	תּוֹלָ֕ע	תּוֹלָע	Tola		Tola	陀拉	陀拉		Tola	tola		Tola	tola	Tola	تُولاعُ	Tola	Tola	Tola	Tola
NUM 26:23!7	פֻוָ֕ה	פּוּאָה	Puvah	φουα	Fuwa	普瓦	普瓦	Фувы	Puva	pua	Puva	Fúa		Puvah	وَفُوَّةُ	Pua	Puvah	Puah	Pua
NUM 26:24!1	יָשׁ֕וּב	יָשׁוּב	Jashub	ιασουβ	Yashub	雅述	雅述	Иашува	Yashubu	yasub	Jaschub	Jasub	jasup	Jashub	وَيَاشُوبُ	Jasub	Jashub	Jashub	Jahsub
NUM 26:24!4	שִׁמְרֹ֕ן	שִׁמְרוֹן	Shimron	σαμαραν	Shimron	伸仑	伸崙	Шимрона	Shimroni	simron	Schimron	Simrón		Shimron	وَشِمْرُونُ	Simron	Shimron	Shimron	Simron
NUM 26:25!3	יִשָּׂשכָ֖ר	יִשָּׂשכָר	Issachar	ισσαξαρ	Issakar	以萨迦	以薩迦		Isakari	Isakhar		Isacar		Issachar	يَسَّاكَرَ	Isacar	Issachar	Issachar	Isasar
NUM 26:26!2	זְבוּלֻן֮	זְבוּלֻן	Zebulun	ζαβουλων	Zebulun	西布伦	西布倫	Завулона	Zabuloni	zebulon	Zabulon	Zabulón	sebulun	Zebulun	زَبُولُونَ		Zebulun	Zebulun	Zebulon
NUM 26:26!4	סֶ֗רֶד	סֶ֫רֶד	Sered	σαρεδ	Sered	西烈	西烈	Середа	Seredi	sered	Séred	Sered	seret	Sered	سَارَدُ	Sered	Sered	Sered	Sered
NUM 26:26!7	אֵל֕וֹן	אֵלוֹן	Elon	αλλων	Elon	以伦	以倫		Eloni	elon		Elón	elon	Elon		Elon	Elon	Elon	Elon
NUM 26:26!10	יַ֨חְלְאֵ֔ל	יַחְלְאֵל	Jahleel	αλληλ	Yaleyel	雅利	雅利	Иахлеила	Yaleeli	yahleel	Jahleel	Jahleel	jalel	Jahleel	وَإِيلُونُ	Jaleel	Jahleel	Jahleel	Jahlel
NUM 26:28!2	יוֹסֵ֖ף	יוֹסֵף	Joseph	ιωσηφ	Yusuf	约瑟	約瑟	Иосифа	Yusufu	yusuf	Joseph	José	josep	Joseph	يُوسُفَ	Jose	Joseph	Joseph	Josep
NUM 26:28!4	מְנַשֶּׁ֖ה	מְנַשֶּׁה	Manasseh	μανασση	Manasse	玛拿西	瑪拿西	Манассия	Manase	orang Manasye	Manassé	Manasés		Manasseh	مَنَسَّى	Manases	Manasseh	Manasseh	
NUM 26:28!5	אֶפְרָֽיִם	אֶפְרַ֫יִם	Ephraim	εφραιμ	Efraim	以法莲	以法蓮	Ефрем	Efraimu	orang Efraim	Éphraïm	Efraín	efraim	Ephraim	وَأَفْرَايِمُ	Efraim	Ephraim	Ephraim	
NUM 26:29!2	מְנַשֶּׁ֗ה	מְנַשֶּׁה	Manasseh	μανασση	Manasse	玛拿西	瑪拿西	Манассии	Manase	Manasye	Manassé	Manasés		Manasseh	مَنَسَّى	Manases	Manasseh	Manasseh	Manasse
NUM 26:29!3	מָכִיר֙	מָכִיר	Machir	μαξιρ	Makir	玛吉	瑪吉	Махира	Makiri	makhir	Makir	Maquir	makir	Machir	مَاكِيرُ	Maquir	Machir		Mahir
NUM 26:29!6	מָכִ֖יר	מָכִיר	Machir	μαξιρ	Makir	玛吉	瑪吉	Махира	Makiri	Makhir	Makir	Maquir		Machir	مَاكِيرُ	Maquir	Machir		Mahir
NUM 26:29!9	גִּלְעָ֑ד	גִּלְעָד	Gilead	γαλααδ	Gileyad	基列	基列	Галаада	Gileadi	gilead	Galaad	Galaad		Gilead	جِلْعَادَ	Galaad	Gilead	Gilead	Gilead
NUM 26:29!10	גִלְעָ֕ד	גִּלְעָד	Gilead	γαλααδ	Gileyad	基列	基列		Gileadi	gilead	Galaad	Galaad		Gilead	جِلْعَادَ	Galaad	Gilead	Gilead	Gilead
NUM 26:30!3	גִלְעָ֔ד	גִּלְעָד	Gilead	γαλααδ	Gileyad	基列	基列	Галаадовы	Gileadi	gilead	Galaad	Galaad		Gilead	جِلْعَادَ	Galaad	Gilead	Gilead	Gilead
NUM 26:30!4	אִיעֶ֕זֶר	אִיעֶזֶר	Iezer		Iyezer	伊以谢	伊以謝	Иезера	Abiezeri	iezer	Jézer	Jezer	ieser	Iezer	إِيعَزَرُ	Iezer	Iezer	Iezer	Ieser
NUM 26:30!7	חֵ֕לֶק	חֵ֫לֶק	Helek	ξελεγ	Helek	希勒	希勒	Хелека	Heleki	helek	Hélek	Helec	helek	Helek	وَحَالَقُ	Helec	Helek	Helek	Helek
NUM 26:31!1	אַ֨שְׂרִיאֵ֔ל	אַשְׂרִיאֵל	Asriel	εσριηλ	Asriyel	亚斯烈	亞斯烈	Асриила	Asrieli	asriel	Asriel	Asriel		Asriel	وَأَسْرِيئِيلُ	Asriel	Asriel	Asriel	Asriel
NUM 26:31!4	שֶׁ֕כֶם	שֶׁ֫כֶם	Shechem	συξεμ	Shekem	示剑	示劍	Шехема	Shekemu	sekhem	Sichem	Siquem		Shechem	وَشَكَمُ	Shekem	Shechem	Shechem	Sikem
NUM 26:32!1	שְׁמִידָ֕ע	שְׁמִידָ֑ע	Shemida	συμαερ	Shemida	示米大	示米大	Шемиды	Shemida	semida	Schemida	Semida		Shemida	وَشَمِيدَاعُ	Semida	Shemida	Shemida	Semida
NUM 26:32!4	חֵ֕פֶר	חֵ֫פֶר	Hepher		Hefer	希弗	希弗	Хефера	Heferi	hefer	Hépher	Hefer	hefer	Hepher	وَحَافَرُ	Hefer	Hepher	Hepher	Heper
NUM 26:33!1	צְלָפְחָ֣ד	צְלׇפְחָד	Zelophehad	σαλπααδ	Zelofehad	西罗非哈	西羅非哈	Салпаада	Selofehadi	zelafehad	Tselophchad	Zelofehad	selofehat	Zelophehad	صَلُفْحَادَ	Zelofehad	Zelophehad	Zelophehad	Zelapehat
NUM 26:33!3	חֵ֗פֶר	חֵ֫פֶר	Hepher	οφερ	Hefer	希弗	希弗	Хеферова	Heferi	hefer	Hépher	Hefer	hefer	Hepher	حَافَرُ	Hefer	Hepher	Hepher	Heper
NUM 26:33!13	צְלָפְחָ֔ד	צְלׇפְחָד	Zelophehad	σαλπααδ	Zelofehad	西罗非哈	西羅非哈	Салпаадовых	Selofehadi ni haya	Zelafehad	Tselophchad	Zelofehad		Zelophehad	صَلُفْحَادَ	Zelofehad	Zelophehad	Zelophehad	Zelapehat
NUM 26:33!14	מַחְלָ֣ה	מַחְלָה	Mahlah	μαλα	Mala	玛拉	瑪拉	Махла	Mala	mahla	Machla	Maala	mala	Mahlah	وَمِلْكَةُ	Mahla	Mahlah	Mahlah	Mala
NUM 26:33!15	נֹעָ֔ה	נֹעָה	Noah	νουα	Nowa	挪阿	挪阿	Ноа	Nuhu	noa	Noa	Noa	noa	Noah	مَحْلَةُ	Noe	Noah	Noah	
NUM 26:33!16	חָגְלָ֥ה	חׇגְלָה	Hoglah	εγλα	Hogla	曷拉	曷拉	Хогла	Hogla	hogla	Hogla	Hogla	hokla	Hoglah	وَنُوعَةُ	Hogla	Hoglah	Hoglah	Hoglah
NUM 26:33!17	מִלְכָּ֖ה	מִלְכָּה	Milcah	μελξα	Milka	密迦	密迦	Милка	Milka	milka	Milca	Milca		Milcah	وَحُجْلَةُ	Milca	Milcah	Milkah	Noah
NUM 26:33!18	תִרְצָֽה	תִּרְצָה	Tirzah	θερσα	Tirza	得撒	得撒	Фирца	Tirza	tirza	Thirtsa	Tirsa		Tirzah	وَتِرْصَةُ	Tirza	Tirzah	Tirzah	Tirza
NUM 26:34!3	מְנַשֶּׁ֑ה	מְנַשֶּׁה	Manasseh	μανασση	Manasse	玛拿西	瑪拿西	Манассиины	Manase	Manasye	Manassé	Manasés		Manasseh	مَنَسَّى	Manases	Manasseh	Manasseh	Manasse
NUM 26:35!3	אֶפְרַיִם֮	אֶפְרַ֫יִם	Ephraim	εφραιμ	Efraim	以法莲	以法蓮	Ефремовы	Efraimu	efraim	Éphraïm	Efraín	efraim	Ephraim	أَفْرَايِمَ	Efraim	Ephraim	Ephraim	Epraim
NUM 26:35!5	שׁוּתֶ֗לַח	שׁוּתֶ֫לַח	Shuthelah	σουταλα	Shutela	书提拉	書提拉	Шутелы	Shuthela	sutelah	Schutélach	Sutela	sutela	Shuthelah	شُوتَالَحُ	Sutela	Shuthelah	Shuthelah	Sutelah
NUM 26:35!8	בֶ֕כֶר	בֶּ֫כֶר	Becher		Beker	比结	比結	Бехера	Beredi	bekher	Béker	Bequer		Becher	وَبَاكَرُ	Bequer	Becher	Beker	Beker
NUM 26:35!11	תַ֕חַן	תַּ֫חַן	Tahan	ταναξ	Tahan	他罕	他罕	Тахана	Tahathi	tahan	Thachan	Tahán		Tahan	وَتَاحَنُ	Tahan	Tahan	Tahan	Tahan
NUM 26:36!3	שׁוּתָ֑לַח	שׁוּתֶ֫לַח	Shuthelah	σουταλα	Shutelawa	书提拉	書提拉	Шутелы	Shuthela ni hawa	sutelah	Schutélach	Sutela	sutela	Shuthelah	شُوتَالَحُ	Sutela	Shuthelah	Shuthelah	Sutelah
NUM 26:36!4	עֵרָ֕ן	עֵרָן	Eran	εδεν	Eran	以兰	以蘭	Арана	Erani	eran	Eran	Erán	eran	Eran	عِيرَانَ	Eran		Eran	Eran
NUM 26:37!4	אֶפְרַ֨יִם֙	אֶפְרַ֫יִם	Ephraim	εφραιμ	Efraim	以法莲	以法蓮	Ефремовых	Efraimu	efraim	Éphraïm	Efraín	efraim	Ephraim	أَفْرَايِمَ	Efraim	Ephraim	Ephraim	Epraim
NUM 26:37!13	יוֹסֵ֖ף	יוֹסֵף	Joseph	ιωσηφ	Yusuf	约瑟	約瑟	Иосифовы	Yusufu	yusuf	Joseph	José	josep	Joseph	يُوسُفَ	Jose	Joseph	Joseph	Josep
NUM 26:38!2	בִנְיָמִן֮	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	便雅悯	便雅憫	Вениамина	Benyamini	benyamin	Benjamin	Benjamín		Benjamin	بَنْيَامِينَ	Benjamin	Benjamin	Benjamin	Benjamin
NUM 26:38!4	בֶ֗לַע	בֶּ֫לַע	Bela	βαλε	Bela	比拉	比拉		Bela	bela		Bela		Bela	بَالَعُ	Bela	Bela	Bela	Bela
NUM 26:38!7	אַשְׁבֵּ֕ל	אַשְׁבֵּל	Ashbel	ασυβηρ	Ashbel	亚实别	亞實別	Ашбела	Ashbeli	asybel	Aschbel	Asbel		Ashbel	وَأَشْبِيلُ	Asbel	Ashbel	Ashbel	Asbel
NUM 26:38!10	אֲחִירָ֕ם	אֲחִירָם	Ahiram	ιαξιραν	Ahiram	亚希兰	亞希蘭	Ахирама	Ahiramu	ahiram	Achiram	Ahiram	ahiram	Ahiram	وَأَحِيرَامُ	Ahiram	Ahiram	Ahiram	Ahiram
NUM 26:39!1	שְׁפוּפָ֕ם	שְׁפוּפָם	Shephupham	σωφαν	Shufam	书反	書反	Шефуфама	Shufamu	sefufam	Schupham	Sufam		Shephupham	وَشَفُوفَامُ	Sufam		Shephupham	Hupham
NUM 26:39!4	חוּפָ֕ם	חוּפָם	Hupham		Hufam	户反	戶反	Хуфама	Hufamu	hufam	Hupham	Hufam	hufam	Hupham	وَحُوفَامُ	Hufam	Hupham	Hupham	Sheshupam
NUM 26:40!3	בֶ֖לַע	בֶּ֫לַע	Bela	βαλε	Bela	比拉	比拉		Bela	bela		Bela		Bela	بَالَعُ	Bela	Bela	Bela	Bela
NUM 26:40!4	אַ֣רְדְּ	אַרְדְּ	Ard	αδαρ	Ard	亚勒	亞勒	Ард	Ardi	ared	Ard	Ard		Ard	أَرْدَ	Ard	Ard	Ard	Ared
NUM 26:40!5	נַעֲמָ֑ן	נַעֲמָן	Naaman	νοεμαν	Na’aman	乃幔	乃幔	Нааман	Naamani	naaman	Naaman	Naamán	naman	Naaman	وَنُعْمَانَ	Naaman	Naaman	Naaman	Naaman
NUM 26:40!8	נַֽעֲמָ֔ן	נַעֲמָן	Naaman	νοεμαν	Na’aman	乃幔	乃幔	Наамана	Naamani	Naaman	Naaman	Naamán		Naaman	وَنُعْمَانَ	Naaman	Naaman	Naaman	Naaman
NUM 26:41!3	בִנְיָמִ֖ן	בִּנְיָמִין	Benjamin	βενιαμιν	Benyamin	便雅悯	便雅憫	Вениамина	Benyamini	benyamin	Benjamin	Benjamín		Benjamin	بَنْيَامِينَ	Benjamin	Benjamin	Benjamin	Benjamin
NUM 26:42!3	דָן֙	דָּן	Dan	δαν	Dan			Дановы	Dani ni hawa	Dan	Dan	Dan		Dan	دَانَ	Dan	Dan	Dan	Dan
NUM 26:42!5	שׁוּחָ֕ם	שׁוּחָם	Shuham	σαμι	Shuham	书含	書含	Шухама	Shuhamu	suham	Schucham	Súham	husim	Shuham	شُوحَامُ	Suham	Shuham	Shuham	Suham
NUM 26:42!10	דָּ֖ן	דָּן	Dan	δαν	Dan			Дановы	Dani	Dan	Dan	Dan		Dan	دَانَ	Dan	Dan	Dan	Dan
NUM 26:44!2	אָשֵׁר֮	אָשֵׁר	Asher	ασηρ	Asher	亚设	亞設	Асировы	Asheri	asyer	Aser	Aser		Asher	أَشِيرَ	Aser	Asher	Asher	Aser
NUM 26:44!4	יִמְנָ֗ה	יִמְנָה	Imnah	ιαμιν	Imna	音拿	音拿	Имны	Imna	yimna	Jimna	Imna	imna	Imnah	يِمْنَةُ	Imna	Imnah	Imnah	Innah
NUM 26:44!6	יִּמְנָ֔ה	יִמְנָה	Imnites	ιαμινι	Imnawa	音拿	音拿	Имнино	Waimna	orang Yimna	Jimnites	imnitas		Imnites	الْيِمْنِيِّينَ	Imnita	Imnite	Imnites	
NUM 26:44!7	יִשְׁוִ֕י	יִשְׁוִי	Ishvi	ιεσου	Ishbi	亦施韦	亦施韋	Ишвы	Ishvi	yiswi	Jischvi	Isúi		Ishvi	وَيِشْوِي	Isvi	Ishvi	Ishvi	Isvi
NUM 26:44!10	בְרִיעָ֕ה	בְּרִיעָה	Beriah	βαρια	Beriya	比利亚	比利亞	Верии	Beria	beria	Beria	Bería		Beriah	وَبَرِيعَةُ	Beria	Beriah	Beriah	Beria
NUM 26:45!2	בְרִיעָ֔ה	בְּרִיעָה	Beriah	δῆμος	Beriya	比利亚	比利亞	Верии	Beria	beria	Beria	Bería		Beriah	بَرِيعَةُ	Beria	Beriah	Beriah	Beria
NUM 26:45!3	חֶ֕בֶר	חֶ֫בֶר	Heber	ξοβερι	Heber	希别	希別		Heberi	heber		Heber	heber	Heber	حَابَرَ	Heber	Heber	Heber	Heber
NUM 26:45!6	מַ֨לְכִּיאֵ֔ל	מַלְכִּיאֵל	Malchiel		Malkiyel	玛结	瑪結	Малхиила	Malkieli	malkiel	Malkiel	Malquiel		Malchiel	وَمَلْكِيئِيلَ	Malquiel	Malchiel	Malkiel	Malkiel
NUM 26:46!3	אָשֵׁ֖ר	אָשֵׁר	Asher	ασηρ	Asher	亚设	亞設	Асировой	Asheri aliitwa	asyer	Aser	Aser		Asher	لأَشِيرَ	Aser	Asher	Asher	Aser
NUM 26:46!4	שָֽׂרַח	שֶׂ֫רַח	Serah	σαρα	Sera	西拉	西拉	Сара	Sera	serah	Sérach	Sera		Serah	سَارَحُ	Sera	Serah	Serah	Zerah
NUM 26:47!4	אָשֵׁ֖ר	אָשֵׁר	Asher	ασηρ	Asher	亚设	亞設	Асировых	Asheri	asyer	Aser	Aser		Asher	أَشِيرَ	Aser	Asher	Asher	Aser
NUM 26:48!2	נַפְתָּלִי֙	נַפְתָּלִי	Naphtali	νεφθαλι	Naftali	拿弗他利	拿弗他利	Неффалима	Naftali	naftali	Nephthali	Neftalí		Naphtali	نَفْتَالِي	Neftali	Naphtali	Naphtali	Naptali
NUM 26:48!4	יַ֨חְצְאֵ֔ל	יַחְצְאֵל	Jahzeel	ασιηλ	Yazeyel	雅薛	雅薛	Иахцеила	Yaseeli	yahzeel	Jahtseel	Jahzeel	guni	Jahzeel	يَاحَصْئِيلُ	Jahzeel	Jahzeel	Jahzeel	Jahrel
NUM 26:48!7	גוּנִ֕י	גּוּנִי	Guni	γαυνι	Guni	沽尼	沽尼	Гуния	Guni	guni	Guni	Guni		Guni	وَجُونِي	Guni		Guni	Guni
NUM 26:49!1	יֵ֕צֶר	יֵ֫צֶר	Jezer	ιεσερ	Yezer	耶色	耶色		Yeseri	yezer		Jezer	jeser	Jezer	وَيِصِرُ	Jezer	Jezer	Jezer	Jeser
NUM 26:49!4	שִׁלֵּ֕ם	שִׁלֵּם	Shillem	σελλημ	Shillem	示冷	示冷	Шиллема	Shilemu	syilem	Schillem	Silem		Shillem	وَشِلِّيمُ	Silem	Shillem	Shillem	Shillem
NUM 26:50!3	נַפְתָּלִ֖י	נַפְתָּלִי	Naphtali	νεφθαλι	Naftali	拿弗他利	拿弗他利	Неффалимовы	Naftali	naftali	Nephthali	Neftalí		Naphtali	نَفْتَالِي	Neftali	Naphtali	Naphtali	Naptali
NUM 26:51!4	יִשְׂרָאֵ֔ל	יִשְׂרָאֵל	Israel	ισραηλ	Isra’ila	以色列	以色列	Израилевых	Israeli	israel	Israël	Israel		Israel	إِسْرَائِيلَ	Israel	Israel	Israel	Israel
NUM 26:52!2	יְהוָ֖ה	יהוה	LORD	κύριος	Ubangiji	耶和华	耶和華		BWANA	tuhan	Éternel	jehová	bikpela	LORD	الرَّبُّ	Yahweh	LORD	Yahweh	ni
NUM 26:52!4	מֹשֶׁ֥ה	מֹשֶׁה	Moses	μωυσῆν	Musa	摩西	摩西	Моисею	Musa	musa	Moïse	Moisés		Moses	لِمُوسَى	Moises	Moses	Moses	Musa
NUM 26:57!5	גֵרְשׁ֗וֹן	גֵּרְשׁוֹן	Gershon	γεδσων	Gershom	革顺	革順	Гирсона	Gershoni	gerson	Guerschon	Gersón		Gershon	جِرْشُونَ	Gerson	Gershon	Gershon	Gerson
NUM 26:57!8	קְהָ֕ת	קְהָת	Kohath	κααθ	Kohat	哥辖	哥轄	Каафа	Kohathi	Kehat	Kehath	Coat	kohat	Kohath	قَهَاتَ	Kohat	Kohath	Kohath	Kohat
NUM 26:57!11	מְרָרִ֕י	מְרָרִי	Merari	μεραρι	Merari	米拉利	米拉利	Мерари	Merari	merari	Merari	Merari	merari	Merari	مَرَارِي	Merari	Merari	Merari	Merari
NUM 26:58!3	לֵוִ֗י	לֵוִי	Levi	λευι	Lawiyawa	利未	利未		Lawi	lewi		levitas		Levi	لاَوِي	Levi		Levi	Lepi
NUM 26:58!14	קְהָ֖ת	קְהָת	Kohath	κααθ	Kohat	哥辖	哥轄	Каафа	Kohathi	Kehat	Kehath	Coat	kohat	Kohath	قَهَاتَ	Kohat	Kohath	Kohath	Kohat
NUM 26:58!17	עַמְרָֽם	עַמְרָם	Amram		Amram	暗兰	暗蘭	Амрам	Amramu	amram	Amram	Amram	amram	Amram	عَمْرَامُ	Amram	Amram	Amram	Amram
NUM 26:59!3	עַמְרָ֗ם	עַמְרָם	Amram’s		Amram	暗兰	暗蘭	Амрамовой	Amramu aliitwa	amram	Amram	Amram	amram	Amram	عَمْرَامَ	Amram	Amram	Amram	Amram
NUM 26:59!4	יוֹכֶ֨בֶד֙	יוֹכֶ֫בֶד	Jochebed	ιωξαβεδ	Yokebed	约基别	約基別	Иохаведа	Yokebedi	yokhebed	Jokébed	Jocabed	jokebet	Jochebed	يَوْكَابَدُ	Jocebed	Jochebed	Jochebed	Jokhebed
NUM 26:59!6	לֵוִ֔י	לֵוִי	Levi	λευι	Lawi	利未	利未	Левиина	Lawi	lewi	Lévi	Leví	livai	Levi	لاَوِي	Levi	Levi	Levi	Lepi
NUM 26:59!10	לֵוִ֖י	לֵוִי	Levi	λευι	Lawiyawa	利未	利未	Левиина	Lawi	lewi	Lévi	Leví		Levi	لاَوِي	Levi	Levi	Levi	Lepi
NUM 26:59!11	מִצְרָ֑יִם	מִצְרַ֫יִם	Egypt	αἰγύπτῳ	Masar	埃及	埃及	Египте	huko Misri	mesir	Égypte	Egipto	isip	Egypt	مِصْرَ	Ehipto	Egypt	Egypt	Misir
NUM 26:59!13	עַמְרָ֗ם	עַמְרָם	Amram	αμραμ	Amram	暗兰	暗蘭	Амраму	Amramu	Amram	Amram	Amram		Amram	عَمْرَامَ	Amram	Amram	Amram	Amram
NUM 26:59!15	אַהֲרֹן֙	אַהֲרֹן	Aaron	ααρων	Haruna	亚伦	亞倫	Аарона	Haruni	harun	Aaron	Aarón	aron	Aaron	هَرُونَ	Aaron	Aaron	Aaron	Aron
NUM 26:59!17	מֹשֶׁ֔ה	מֹשֶׁה	Moses	μωυσῆν	Musa	摩西	摩西	Моисея	Musa	musa	Moïse	Moisés		Moses	وَمُوسَى	Moises	Moses	Moses	Musa
NUM 26:59!19	מִרְיָ֥ם	מִרְיָם	Miriam	μαριαμ	Miriyam	米利暗	米利暗	Мариам	Miriamu	miryam	Marie	María	miriam	Miriam	وَمَرْيَمَ	Miriam	Miriam	Miriam	Miryam
NUM 26:60!2	אַהֲרֹ֔ן	אַהֲרֹן	Aaron	ααρων	Haruna	亚伦	亞倫	Аарона	Haruni	harun	Aaron	Aarón	aron	Aaron	هَرُونُ	Aaron	Aaron	Aaron	Aron
NUM 26:60!4	נָדָ֖ב	נָדָב	Nadab	ναδαβ	Nadab	拿答	拿答	Надав	Nadabu	nadab	Nadab	Nadab	nadap	Nadab	نَادَابَ	Nadab	Nadab	Nadab	Nadab
NUM 26:60!6	אֲבִיה֑וּא	אֲבִיהוּא	Abihu	αβιουδ	Abihu	亚比户	亞比戶	Авиуд	Abihu	abihu	Abihu	Abiú	abihu	Abihu	وَأَبِيهُو	Abihu	Abihu	Abihu	Abihu
NUM 26:60!8	אֶלְעָזָ֖ר	אֶלְעָזָר	Eleazar	ελεαζαρ	Eleyazar	以利亚撒	以利亞撒	Елеазар	Eleazari	eleazar	Éléazar	Eleazar	eleasar	Eleazar	وَأَلِعَازَارَ	Eleazar	Eleazar	Eleazar	Eleasar
NUM 26:60!10	אִיתָמָֽר	אִיתָמָר	Ithamar	ιθαμαρ	Itamar	以他玛	以他瑪	Ифамар	Ithamari	itamar	Ithamar	Itamar	itamar	Ithamar	وَإِيثَامَارَ	Itamar	Ithamar	Ithamar	Itamar
NUM 26:61!2	נָדָ֖ב	נָדָב	Nadab	ναδαβ	Nadab	拿答	拿答	Надав	Nadabu	nadab	Nadab	Nadab	nadap	Nadab	نَادَابُ	Nadab	Nadab	Nadab	Nadab
